TURN,UTTERANCE,DA,EMOTION
Ses05M_script02_2_F010,"No, we won't.  It's like waiting up for Santa Clause or something.  I feel like as though my whole life is going to be standing on the beach waiting with my eyes opened expectantly, my hands clasped neatly in front of me, waiting for fish to show up.  And the fish will not show up.",dag,ang
Ses05M_script02_2_M011,"Okey, They're just fish.  It's nothing to get traumatized over.",o,fru
Ses05M_script02_2_F011,You don't understand anything I am saying.,s,fru
Ses05M_script02_2_M012,"No, of course not.",ag,fru
Ses05M_script02_2_F012,I did want to see it.  I always want to see it.  I just- I keep thinking this will be the time and it never is.,o,sad
Ses05M_script02_2_M013,"I'm trying to work this backwards.  But I can't seem to pinpoint the time where everything went wrong here.  Okay, so --",s,fru
Ses05M_script02_2_M014,"you were fine on the phone call with Marge, eating dinner was fine,talking- uh washing the dishes, no problem.  All right.  So, I'm taking a shower, you're watching TV, the news and you say the grunions are running tonight and I say, Great, let's go.  I'm feeling lucky.  And so, all right, and I'm putting on my coat, I'm putting out the animals, I'm pulling the car out of the garage.",s,fru
Ses05M_script02_2_F013,Do you remember the first time that we came to see the grunion?  It was about four years ago right after we got married.  We thought I was pregnant.  We had a bottle of champagne and no glasses.  You asked me to dance.  We took off our shoes.  And while we were dancing you said the most intimate things to me right in my ear so I could feel them as much as hear them.,s,sad
Ses05M_script02_2_F014,"And I remember thinking to myself, finally.  I am as happy as I am supposed to be.",s,sad
Ses05M_script02_2_M015,Wait a minute.  I've got it.,c,xxx
Ses05M_script02_2_F015,"Dancing barefoot in the sand, drinking champagne out of the bottle.",s,sad
Ses05M_script02_2_M016,"It was in the car, right?  When we were passing Knickerbocker Liquor Locker, you said, Let's stop and get champagne. and I said that times a wasting or something like that, right?  You wanted it to be like it was before, right?",q,neu
Ses05M_script02_2_F016,I would rather not remember some things.  I'd rather not hope for something.,ans,sad
Ses05M_script02_2_M017,"Okay.  All right No problem.  I totally understand. okey  um, listen.  Do you want to dance?",q,xxx
Ses05M_script02_2_F017,No.,ans,sad
Ses05M_script02_2_M018,Do you want me to go get some champagne?,q,xxx
Ses05M_script02_2_F018,No.,ans,sad
Ses05M_script02_2_M019,Take off our shoes?,q,xxx
Ses05M_script02_2_F019,No.,ans,sad
Ses05M_script02_2_M020,"What, you want me to blow in your ear?",q,fru
Ses05M_script02_2_F020,[LAUGHTER] No.,ans,xxx
Ses05M_script02_2_M021,"Do you want to get married again?- What?  What, do you want a divorce?",q,fru
Ses05M_script02_2_FXX0,No.,ans,-
Ses05M_script02_2_F021,No.,s,xxx
Ses05M_script02_2_M022,A vacation?,q,fru
Ses05M_script02_2_F022,No.,ans,sad
Ses05M_script02_2_M023,"A poodle, a backrub, a spa, a suicide pack?  What, Carla, what the hell do you want?",q,fru
Ses05M_script02_2_F023,I just want- I just want things to turn out the way they are supposed to.,ans,sad
Ses05M_script02_2_M024,"Well, welcome to the human race.  Do you think this is what I had planned?  Do you think that when I proposed that I had this great fantasy going that four years down the road we would end up arguing on the beach over some fish?",q,ang
Ses05M_script02_2_M025,"Do you think that I thought there would be times when you would look at me like I was used Kleenex or I would look at you and think, good God, when's the next flight to Alaska?  No.  No, I'm just like you. I thought it would all be like peaches and roses, and sand in our toes, and wind in our hair, and the fish would always come.  And the bills would magically pay themselves.  And we'd have three fat rosy kids.  But, ha ha, baby, the jokes on us!",q,ang
Ses05M_script02_2_M026,"Because you know what you get, Carla?  You know what you get?  This.",s,ang
Ses05M_script02_2_F024,This?  What is this?  This isn't even anything.,s,xxx
Ses05M_script02_2_M027,"Yes, it is.",dag,xxx
Ses05M_script02_2_F025,"Sure, this is standing on the beach.  This is waiting.  This is fighting.",o,xxx
Ses05M_script02_2_M028,Right.,ag,fru
Ses05M_script02_2_F026,But this isn't at all what I wanted it to be.,o,sad
Ses05M_script02_2_M029,"Now, I know.  Me either",ag,sad
Ses05M_script02_2_F027,"This is just this.  I mean, it's a lot and everything.  But it's not, you know, something else.  Am I making any sense?",o,sad
Ses05M_script02_2_M030,I'm trying the best I can.,o,sad
Ses05M_script02_2_F028,"I know that, Augie.  I do.  I know that. And and I know that this meant a lot to you and and it's special, you know, with the sand and the moon but.",ag,sad
Ses05M_script02_2_F029,But I just couldn't help thinking about being somewhere else.,o,sad
Ses05M_script02_2_M031,"Maybe if you're with somebody else, too?",o,sad
Ses05M_script02_2_F030,I didn't say that.,dag,sad
Ses05M_script02_2_M032,"No, I know.  But I know I don't make you happy.",ag,sad
Ses05M_script02_2_F031,"For heavens sake, Augie, whatever I am doing, I'd rather it be with you.",o,sad
Ses05M_script02_2_M033,Really?,q,sur
Ses05M_script02_2_F032,"Yes.  Don't you know that? I mean, You're probably the one you wishes you were with somebody else, somebody who didn't take everything so hard and who knew how to enjoy herself.",ans,sad
Ses05M_script02_2_M034,"Actually, now that you mention it, no.  I don't.",dag,hap
Ses05M_script02_2_F033,"Okay.  Well, we're in the wrong spot but we're with the right person.",o,xxx
Ses05M_script02_2_M035,"I don't know.  I think this is a pretty good spot.  I mean, look at the view of the moon from here.",o,hap
Ses05M_script02_2_F034,"Yes, I did notice that.  It does look really beautiful over the water.  Big old white moon.",o,hap
Ses05M_script02_2_M036,"Oh, well look what we've got here.",s,hap
Ses05M_script02_2_F035,"Augie, you brought refreshments.",s,xxx
Ses05M_script02_2_M037,"Well, it isn't champagne.",s,hap
Ses05M_script02_2_F036,"Well, then we don't need glasses.",s,xxx
Ses05M_script02_2_M038,Are you still cold?  Still want to go home?,q,xxx
Ses05M_script02_2_F037,"No.  I'm beginning to think you might be right. I think  this might be the spot after all.  Augie, I'm sorry.",ans,hap
Ses05M_script02_2_M039,"Shh.  If we're really quiet, the fish might come.",o,xxx
Ses05M_script02_2_F038,Or not.,o,hap
Ses05M_script02_2_M040,Or not.,ag,hap
Ses05M_script03_1_M000,Oh Good God.,s,xxx
Ses05M_script03_1_F000,Do you think it's them?,q,fea
Ses05M_script03_1_M001,I wonder.,ans,exc
Ses05M_script03_1_F001,"what, Nobody knows we are here except Freda and she wouldn't ring up.",s,exc
Ses05M_script03_1_M002,Must be them then?,s,fea
Ses05M_script03_1_F002,What do we do?,q,exc
Ses05M_script03_1_M003,"We're all right, aren't we, darling, whatever happens?",s,neu
Ses05M_script03_1_F003,"Now and always, my sweet.",ag,exc
Ses05M_script03_1_M004,I don't care then.,s,exc
Ses05M_script03_1_F004,It was bound to happen sooner or later.,s,exc
Ses05M_script03_1_M005,Hello?  Hello?  What?  Wrong number.,s,xxx
Ses05M_script03_1_F005,"Oh, it sent shivers up my spine.",s,exc
Ses05M_script03_1_M006,"Oh, what shall we do if they suddenly walk in on us.",q,exc
Ses05M_script03_1_F006,Behave exquisitely.,ans,xxx
Ses05M_script03_1_M007,With the worst- with the most perfect poise?,q,exc
Ses05M_script03_1_F007,I shall probably do a Court Curtsey.,ans,xxx
Ses05M_script03_1_M008,"Uhh, It's amazing how once you feel--",o,exc
Ses05M_script03_1_M009,"things that ought to matter most dreadfully don't matter at all when one's happy, do they?",q,exc
Ses05M_script03_1_F008,What's so horrible is that one can't stay happy.,ans,xxx
Ses05M_script03_1_M010,"Uhh, You mustn't say that, my darling.",o,exc
Ses05M_script03_1_F009,"Well, it's true.  The whole business is a very poor joke.",o,xxx
Ses05M_script03_1_M011,"Being that sacred and wonderful thing, love.",q,exc
Ses05M_script03_1_F010,Meaning just that.,ans,xxx
Ses05M_script03_1_M012,"Um What does it all mean?  That's what I ask myself in my endless quest for ultimate truth.  Dear God, what does it all mean?",q,exc
Ses05M_script03_1_F011,Don't laugh at me.  I'm serious.,c,neu
Ses05M_script03_1_M013,"You mustn't be serious, darling.  That's just what they want.",o,exc
Ses05M_script03_1_F012,Who's they?,q,neu
Ses05M_script03_1_M014,"All the futile mortals who try to make life unbearable.  Laugh at them, Be flippant.  Laugh at everything, all their sacred shibboleths.",ans,exc
Ses05M_script03_1_M015,uh- the- Being flippant brings out the acid in their damned beauty and light.,o,exc
Ses05M_script03_1_F013,"If I laugh at everything, then I must laugh at us too.",o,neu
Ses05M_script03_1_M016,Certainly you must.  We are figures of fun all right.,ag,exc
Ses05M_script03_1_F014,"Oh, how long will it last, this ludicrous, overbearing love of ours?",q,xxx
Ses05M_script03_1_M017,[garbage] who knows?,ans,xxx
Ses05M_script03_1_F015,"Well, will we always bicker and fight?",q,neu
Ses05M_script03_1_M018,No.  That fire will fade along with our passion.,ans,exc
Ses05M_script03_1_F016,"Oh, dear.  Shall we like that?",q,xxx
Ses05M_script03_1_M019,"Well, it depends on how well we played.",ans,xxx
Ses05M_script03_1_F017,"What if one of us dies, does the other one laugh then?",q,neu
Ses05M_script03_1_M020,"Yes, yes, with all his might.",ans,exc
Ses05M_script03_1_F018,"That's rather serious, isn't it?",q,xxx
Ses05M_script03_1_M021,"No, no that is quit laughable.  The cutting little mystery all done with mirrors.",ans,exc
Ses05M_script03_1_F019,"Darling, I do believe you're talking nonsense.",o,xxx
Ses05M_script03_1_M022,"So is everyone else in the long run.  Let's be superficial and pity the poor philosophers.  Let's blow trumpets and squeakers and enjoy the party as long as we can, like little quiet idiotic school children.",o,exc
Ses05M_script03_1_M023,"[garbage] Darling, kiss me before your body rots and worms start popping in and out of your eye sockets.",o,exc
Ses05M_script03_1_F020,"Elliott, worms don't pop.",s,neu
Ses05M_script03_1_M024,"I don't care what you do.  See, you could paint your body bright green and and run naked through the Place Vendome and run with every man in the world and I shan't say a word.  As long as I know that you love me best.",o,exc
Ses05M_script03_1_F021,"Uhh, Thank you, darling.  And the same goes for you, except that if I ever see you so much as look at another woman, I'll kill you.",o,xxx
Ses05M_script03_1_M025,Do you remember that awful scene we had in Venice?,q,exc
Ses05M_script03_1_F022,Which particular one?,q,xxx
Ses05M_script03_1_M026,The one where you bought that little painted wooden stake and you put it on my bed.,ans,exc
Ses05M_script03_1_F023,"Awe, Charles.  That was his name.  He did wriggle so beautifully.",s,xxx
Ses05M_script03_1_M027,Horrible thing.  I hated it.,o,exc
Ses05M_script03_1_F024,I know you did.  You threw it out the window into the Canal below.  I don't think I'll ever forgive you for that.,ag,exc
Ses05M_script03_1_M028,How long did that roue last?,q,exc
Ses05M_script03_1_F025,It went on intermittently for days.,ans,xxx
Ses05M_script03_1_M029,"Oh, The worst one was in Cannes when your curling iron burnt a hole in my new dressing gown?",s,exc
Ses05M_script03_1_F026,"Oh, It burnt my comb and all the towels in the bathroom.",s,exc
Ses05M_script03_1_M030,"[LAUGHTER] That was quit a rouser, wasn't it?",q,exc
Ses05M_script03_1_F027,That was the first time you hit me.,ans,xxx
Ses05M_script03_1_M031,"Oh, I didn't hit you very hard.",o,exc
Ses05M_script03_1_F028,"And then the manager came in and saw us all rolling all over the floor, biting and scratching one another. [LAUGHTER]",s,xxx
Ses05M_script03_1_M032,I should never forget his face. [LAUGHTER],s,exc
Ses05M_script03_1_F029,"How ridiculous, utterly ridiculous",o,xxx
Ses05M_script03_1_M033,We were very much younger then.,s,exc
Ses05M_script03_1_F030,Very much sillier.,o,xxx
Ses05M_script03_1_M034,"Come to think of it, the real cause of that roues was Peter Burden.",s,xxx
Ses05M_script03_1_F031,You knew there was nothing in that.,dag,neu
Ses05M_script03_2_M000,Come to think of it the real cause of that roue was Peter Burden.,s,xxx
Ses05M_script03_2_F000,Oh You knew there was nothing in that.,dag,xxx
Ses05M_script03_2_M001,I knew nothing of the sort.  You accepted presents from him.,s,xxx
Ses05M_script03_2_F001,Only a trivial little broach.,s,neu
Ses05M_script03_2_M002,"I remember it well, covered in diamonds and the worst possible taste.",s,xxx
Ses05M_script03_2_F002,Not at all.  I quite like it.  I wear it often.,dag,neu
Ses05M_script03_2_M003,You went out of your way to torture me over Peter Burden.,s,xxx
Ses05M_script03_2_F003,"[garbage], No, I didn't.  You worked the whole thing up in your jealous imagination.",dag,fru
Ses05M_script03_2_M004,You must admit that he was in love with you. wasn't he?,q,fru
Ses05M_script03_2_F004,"Oh, maybe a little.  Nothing serious.",ans,neu
Ses05M_script03_2_M005,He let him kiss you.  You said you did.,s,fru
Ses05M_script03_2_F005,"Well, what of it.",q,neu
Ses05M_script03_2_M006,what of it?,b,xxx
Ses05M_script03_2_F006,Well it gave him a lot of pleasure and it didn't hurt me.,s,neu
Ses05M_script03_2_M007,What about me?,q,xxx
Ses05M_script03_2_F007,"Well, if you hadn't been so nosey and suspicious you never would have known about it.",ans,xxx
Ses05M_script03_2_M008,"Well, that's a nice point of view I must say.",o,ang
